init :7, 821, 630, 235, 197
track:8, 821, 630, 235, 197
init :9, 821, 633, 235, 194
track:10, 821, 633, 235, 194
init :11, 816, 633, 240, 197
track:12, 817, 633, 240, 197
init :13, 821, 630, 235, 197
track:14, 821, 630, 235, 197
init :15, 821, 633, 235, 194
track:16, 821, 632, 235, 194
init :17, 821, 633, 240, 194
track:18, 821, 633, 240, 194
init :19, 821, 633, 240, 194
track:20, 821, 634, 240, 194
init :21, 826, 633, 235, 194
track:22, 826, 633, 235, 194
init :23, 826, 633, 230, 197
track:24, 826, 633, 230, 197
init :25, 821, 633, 240, 197
track:26, 821, 634, 240, 197
init :27, 821, 633, 240, 194
track:28, 821, 633, 240, 194
init :29, 821, 633, 244, 197
track:30, 820, 633, 244, 197
init :31, 826, 633, 240, 194
track:32, 826, 633, 240, 194
init :33, 826, 630, 240, 197
track:34, 826, 630, 240, 197
init :35, 821, 633, 244, 194
track:36, 821, 633, 244, 194
init :37, 826, 633, 240, 194
track:38, 827, 633, 240, 194
init :39, 826, 633, 240, 194
track:40, 826, 633, 240, 194
init :41, 826, 633, 240, 197
track:42, 826, 633, 240, 197
init :43, 826, 630, 240, 197
track:44, 826, 630, 240, 197
init :45, 826, 630, 240, 197
track:46, 826, 630, 240, 197
init :48, 826, 630, 235, 197
init :49, 826, 630, 235, 197
track:50, 827, 630, 235, 197
init :51, 826, 633, 230, 197
track:52, 826, 633, 230, 197
init :53, 830, 633, 230, 197
track:54, 830, 633, 230, 197
init :55, 830, 630, 235, 197
track:56, 830, 630, 235, 197
init :57, 830, 630, 230, 199
track:58, 829, 630, 230, 199
init :59, 830, 628, 235, 199
track:60, 829, 628, 235, 199
init :61, 826, 630, 235, 199
track:62, 826, 630, 235, 199
init :63, 826, 628, 240, 199
track:64, 826, 628, 240, 199
init :65, 826, 630, 240, 199
track:66, 826, 631, 240, 199
init :67, 826, 630, 240, 197
track:68, 826, 630, 240, 197
init :69, 826, 630, 235, 197
track:70, 825, 630, 235, 197
init :71, 826, 630, 235, 197
track:72, 826, 630, 235, 197
init :73, 826, 630, 235, 197
track:74, 826, 630, 235, 197
init :75, 826, 630, 235, 197
track:76, 826, 630, 235, 197
init :77, 826, 630, 235, 197
track:78, 826, 630, 235, 197
init :79, 826, 630, 235, 197
track:80, 826, 630, 235, 197
init :81, 826, 630, 235, 197
track:82, 826, 630, 235, 197
init :83, 826, 630, 240, 199
track:84, 826, 630, 240, 199
init :85, 826, 630, 240, 197
track:86, 826, 630, 240, 197
init :87, 821, 633, 240, 197
track:88, 821, 633, 240, 197
init :89, 826, 633, 240, 197
track:90, 826, 633, 240, 197
init :91, 821, 633, 240, 197
track:92, 821, 633, 240, 197
init :93, 826, 633, 235, 197
track:94, 826, 633, 235, 197
init :95, 826, 630, 235, 197
track:96, 826, 629, 235, 197
init :97, 826, 628, 240, 197
track:98, 827, 627, 240, 197
init :99, 826, 628, 240, 197
track:100, 826, 628, 240, 197
init :101, 830, 628, 235, 197
track:102, 831, 628, 235, 197
init :103, 835, 628, 230, 199
track:104, 835, 628, 230, 199
init :105, 835, 625, 230, 199
track:106, 836, 625, 230, 199
init :107, 835, 623, 235, 197
track:108, 835, 622, 235, 197
init :109, 835, 623, 235, 194
track:110, 835, 622, 235, 194
init :111, 840, 625, 221, 181
track:112, 840, 624, 221, 181
init :113, 844, 623, 212, 173
track:114, 844, 623, 212, 173
init :115, 844, 623, 207, 176
track:116, 845, 622, 207, 176
init :117, 849, 620, 207, 158
track:120, 850, 619, 207, 158
init :121, 853, 615, 198, 160
track:122, 854, 615, 198, 160
init :123, 858, 610, 180, 173
track:124, 858, 610, 180, 173
init :125, 858, 610, 184, 171
track:126, 857, 608, 184, 171
init :127, 858, 607, 184, 168
track:128, 858, 607, 184, 168
init :129, 858, 607, 189, 166
track:130, 858, 609, 189, 166
init :131, 853, 612, 189, 163
track:132, 856, 616, 189, 163
init :133, 863, 617, 180, 163
track:134, 863, 617, 180, 163
init :135, 858, 620, 180, 160
track:136, 858, 621, 180, 160
init :137, 863, 620, 175, 158
track:138, 860, 616, 184, 166
init :139, 863, 623, 170, 155
track:140, 863, 622, 170, 155
init :141, 863, 620, 175, 158
track:142, 866, 624, 167, 150
init :143, 858, 623, 180, 153
track:144, 858, 623, 180, 153
init :145, 858, 625, 180, 150
track:146, 858, 625, 180, 150
init :147, 858, 623, 180, 155
track:148, 859, 626, 180, 155
init :149, 858, 630, 175, 160
track:150, 858, 633, 175, 160
init :151, 858, 633, 175, 160
track:152, 858, 634, 175, 160
init :153, 863, 641, 170, 163
track:154, 863, 641, 170, 163
init :155, 863, 649, 175, 158
track:156, 863, 649, 175, 158
init :157, 863, 649, 170, 158
track:158, 863, 649, 170, 158
init :159, 867, 651, 166, 160
track:160, 866, 651, 166, 160
init :161, 863, 651, 170, 155
track:162, 861, 650, 170, 155
init :163, 863, 656, 170, 150
track:164, 863, 656, 170, 150
init :165, 863, 659, 166, 147
track:166, 863, 660, 166, 147
init :167, 863, 659, 166, 150
track:168, 863, 659, 166, 150
init :169, 863, 659, 166, 150
track:170, 863, 659, 166, 150
init :171, 867, 659, 161, 147
track:172, 867, 658, 161, 147
init :173, 867, 659, 166, 145
track:174, 867, 659, 166, 145
init :175, 867, 654, 161, 147
track:176, 866, 654, 161, 147
init :177, 863, 651, 161, 155
track:178, 864, 651, 161, 155
init :179, 867, 654, 166, 153
