init :7, 821, 630, 235, 197
track:8, 821, 630, 235, 197
track:9, 822, 630, 235, 197
track:10, 821, 631, 235, 197
track:11, 823, 630, 235, 197
track:12, 823, 630, 235, 197
track:13, 824, 630, 235, 197
track:14, 824, 630, 235, 197
track:15, 824, 630, 235, 197
track:16, 825, 630, 235, 197
track:17, 826, 630, 235, 197
track:18, 825, 630, 235, 197
track:19, 825, 629, 235, 197
track:20, 821, 626, 247, 207
track:21, 820, 626, 247, 207
track:22, 827, 631, 235, 197
track:23, 828, 631, 235, 197
track:24, 827, 631, 235, 197
track:25, 828, 630, 235, 197
track:26, 829, 631, 235, 197
track:27, 829, 631, 235, 197
track:28, 829, 631, 235, 197
track:29, 829, 630, 235, 197
track:30, 829, 630, 235, 197
track:31, 830, 629, 235, 197
track:32, 831, 631, 235, 197
track:33, 829, 630, 235, 197
track:34, 830, 631, 235, 197
track:35, 830, 630, 235, 197
track:36, 830, 631, 235, 197
track:37, 829, 630, 235, 197
track:38, 831, 630, 235, 197
track:39, 830, 630, 235, 197
track:40, 830, 630, 235, 197
track:41, 831, 629, 235, 197
track:42, 830, 631, 235, 197
track:43, 831, 630, 235, 197
track:44, 830, 631, 235, 197
track:45, 832, 630, 235, 197
track:46, 830, 631, 235, 197
track:48, 832, 630, 235, 197
track:49, 830, 630, 235, 197
track:50, 831, 629, 235, 197
track:51, 832, 629, 235, 197
track:52, 831, 628, 235, 197
track:53, 832, 629, 235, 197
track:54, 831, 629, 235, 197
track:55, 832, 629, 235, 197
track:56, 831, 629, 235, 197
track:57, 831, 628, 235, 197
track:58, 831, 629, 235, 197
track:59, 830, 628, 235, 197
track:60, 832, 628, 235, 197
track:61, 831, 630, 235, 197
track:62, 830, 629, 235, 197
track:63, 829, 629, 235, 197
track:64, 830, 629, 235, 197
track:65, 829, 629, 235, 197
track:66, 828, 629, 235, 197
track:67, 829, 628, 235, 197
track:68, 829, 629, 235, 197
track:69, 828, 629, 235, 197
track:70, 829, 628, 235, 197
track:71, 829, 629, 235, 197
track:72, 828, 629, 235, 197
track:73, 828, 629, 235, 197
track:74, 828, 628, 235, 197
track:75, 828, 629, 235, 197
track:76, 828, 629, 235, 197
track:77, 827, 629, 235, 197
track:78, 828, 628, 235, 197
track:79, 828, 629, 235, 197
track:80, 828, 629, 235, 197
track:81, 828, 628, 235, 197
init :82, 826, 633, 235, 197
track:83, 825, 633, 235, 197
track:84, 826, 634, 235, 197
track:85, 825, 634, 235, 197
track:86, 826, 635, 235, 197
track:87, 826, 633, 235, 197
track:88, 826, 634, 235, 197
track:89, 826, 635, 235, 197
track:90, 826, 633, 235, 197
track:91, 825, 634, 235, 197
track:92, 825, 634, 235, 197
track:93, 826, 635, 235, 197
track:94, 825, 635, 235, 197
track:95, 826, 634, 235, 197
track:96, 826, 634, 235, 197
track:97, 826, 633, 235, 197
track:98, 829, 633, 235, 197
track:99, 828, 633, 235, 197
track:100, 828, 632, 235, 197
track:101, 830, 631, 235, 197
track:102, 830, 631, 235, 197
track:103, 830, 630, 235, 197
track:104, 830, 630, 235, 197
track:105, 830, 628, 235, 197
track:106, 832, 629, 235, 197
track:107, 833, 628, 235, 197
track:108, 831, 627, 235, 197
track:109, 833, 626, 235, 197
track:110, 832, 624, 235, 197
track:111, 831, 622, 235, 197
track:112, 832, 619, 235, 197
track:113, 834, 618, 235, 197
track:114, 834, 619, 235, 197
track:115, 835, 616, 235, 197
track:116, 836, 614, 235, 197
track:117, 844, 617, 224, 188
track:120, 845, 614, 224, 188
track:121, 846, 611, 224, 188
track:122, 848, 609, 224, 188
track:123, 853, 612, 213, 179
track:124, 859, 616, 203, 170
track:125, 857, 614, 203, 170
track:126, 855, 610, 203, 170
track:127, 853, 608, 203, 170
track:128, 852, 609, 203, 170
track:129, 852, 609, 203, 170
track:130, 850, 610, 203, 170
track:131, 851, 610, 203, 170
track:132, 854, 614, 203, 170
track:133, 855, 617, 203, 170
track:134, 855, 617, 203, 170
track:135, 855, 618, 203, 170
track:136, 857, 618, 203, 170
track:137, 857, 620, 203, 170
track:138, 859, 621, 203, 170
track:139, 859, 621, 203, 170
track:140, 859, 621, 203, 170
track:141, 857, 619, 203, 170
track:142, 856, 621, 203, 170
track:143, 856, 621, 203, 170
track:144, 855, 622, 203, 170
track:145, 852, 625, 203, 170
track:146, 852, 627, 203, 170
track:147, 852, 627, 203, 170
track:148, 852, 628, 203, 170
track:149, 853, 627, 203, 170
track:150, 853, 631, 203, 170
track:151, 853, 634, 203, 170
track:152, 854, 638, 203, 170
track:153, 854, 641, 203, 170
track:154, 854, 641, 203, 170
track:155, 853, 643, 203, 170
track:156, 855, 644, 203, 170
track:157, 857, 644, 203, 170
track:158, 856, 645, 203, 170
track:159, 856, 644, 203, 170
track:160, 856, 646, 203, 170
track:161, 859, 650, 193, 162
track:162, 856, 649, 193, 162
init :163, 863, 656, 170, 150
track:164, 863, 656, 170, 150
track:165, 863, 656, 170, 150
track:166, 863, 657, 170, 150
track:167, 863, 657, 170, 150
track:168, 864, 658, 170, 150
track:169, 864, 658, 170, 150
track:170, 865, 657, 170, 150
track:171, 867, 655, 170, 150
track:172, 867, 654, 170, 150
track:173, 867, 654, 170, 150
track:174, 866, 654, 170, 150
track:175, 864, 654, 170, 150
track:176, 863, 655, 170, 150
track:177, 862, 655, 170, 150
track:178, 864, 656, 170, 150
track:179, 865, 656, 170, 150
